2, 1, 0, 0
2, 8, 15, 15
2, 6, 173999, 174014
3, 1, 0, 0
3, 8, 457325, 457325
3, 6, 306, 457631
4, 1, 0, 0
4, 8, 62954, 62954
4, 6, 432, 63386
5, 1, 0, 0
5, 8, 2221, 2221
5, 6, 109, 2330
5, 8, 1660, 3990
5, 6, 6746, 10736
6, 1, 0, 0
6, 8, 2697, 2697
6, 6, 64551, 67248
8, 1, 0, 0
8, 8, 3313, 3313
8, 6, 1141, 4454
9, 3, 0, 0
9, 1, 13, 13
9, 8, 1459434, 1459447
9, 6, 104956, 1564403
10, 1, 0, 0
10, 8, 3196606, 3196606
10, 6, 7, 3196613
11, 1, 0, 0
11, 8, 53, 53
11, 6, 66609, 66662
14, 1, 0, 0
14, 8, 14, 14
14, 6, 315, 329
16, 1, 0, 0
16, 8, 7035, 7035
16, 8, 590, 7625
16, 6, 62621, 70246
17, 1, 0, 0
17, 8, 1678025, 1678025
17, 6, 594825, 2272850
19, 1, 0, 0
19, 8, 181008, 181008
19, 6, 26, 181034
21, 1, 0, 0
21, 8, 1097476, 1097476
21, 6, 7958, 1105434
22, 1, 0, 0
22, 8, 10, 10
22, 9, 3765, 3775
22, 6, 3028404, 3032179
24, 1, 0, 0
24, 8, 3633420, 3633420
24, 6, 13160, 3646580
25, 1, 0, 0
25, 8, 13607, 13607
25, 6, 7351, 20958
26, 1, 0, 0
26, 8, 192, 192
26, 9, 4062, 4254
26, 8, 8447, 12701
26, 6, 13, 12714
27, 1, 0, 0
27, 8, 19, 19
27, 6, 1537332, 1537351
29, 1, 0, 0
29, 8, 8, 8
29, 6, 8520, 8528
30, 1, 0, 0
30, 8, 1467145, 1467145
30, 6, 258095, 1725240
32, 1, 0, 0
32, 8, 18449, 18449
32, 6, 70315, 88764
35, 1, 0, 0
35, 6, 5467, 5467
36, 1, 0, 0
36, 8, 96695, 96695
36, 6, 412460, 509155
37, 1, 0, 0
37, 8, 26, 26
37, 6, 14789, 14815
37, 6, 1721036, 1735851
37, 8, 9, 1735860
37, 9, 7425, 1743285
37, 8, 151798, 1895083
37, 6, 5, 1895088
38, 1, 0, 0
38, 8, 30, 30
38, 6, 1241, 1271
40, 1, 0, 0
40, 8, 26, 26
40, 6, 1951, 1977
41, 1, 0, 0
41, 8, 31, 31
41, 6, 15, 46
42, 1, 0, 0
42, 8, 1646, 1646
42, 6, 2926, 4572
43, 1, 0, 0
43, 8, 1855, 1855
43, 6, 5161, 7016
44, 1, 0, 0
44, 8, 640, 640
44, 6, 52, 692
45, 1, 0, 0
45, 8, 423485, 423485
45, 6, 3192880, 3616365
47, 1, 0, 0
47, 8, 25, 25
47, 6, 450951, 450976
48, 3, 0, 0
48, 1, 87874, 87874
48, 8, 8, 87882
48, 6, 52, 87934
49, 1, 0, 0
49, 8, 834, 834
49, 9, 345587, 346421
49, 6, 265102, 611523
50, 1, 0, 0
50, 8, 410, 410
50, 6, 20283, 20693
50, 6, 1, 20694
51, 1, 0, 0
51, 8, 61890, 61890
51, 9, 86961, 148851
51, 6, 1477477, 1626328
52, 1, 0, 0
52, 8, 9, 9
52, 6, 70073, 70082
53, 1, 0, 0
53, 8, 83363, 83363
53, 9, 1131019, 1214382
53, 9, 0, 1214382
53, 8, 80946, 1295328
53, 6, 504371, 1799699
55, 1, 0, 0
55, 8, 433641, 433641
55, 9, 581149, 1014790
55, 6, 1208191, 2222981
56, 1, 0, 0
56, 6, 25, 25
57, 1, 0, 0
57, 8, 368210, 368210
57, 6, 2572, 370782
59, 1, 0, 0
59, 8, 10, 10
59, 6, 11050, 11060
59, 6, 0, 11060
60, 1, 0, 0
60, 8, 15, 15
60, 9, 86719, 86734
60, 8, 493671, 580405
60, 6, 8, 580413
61, 1, 0, 0
61, 8, 813, 813
61, 6, 27994, 28807
62, 1, 0, 0
62, 6, 100, 100
64, 1, 0, 0
64, 1, 18, 18
64, 9, 67593, 67611
64, 8, 1036125, 1103736
64, 9, 9, 1103745
64, 8, 774720, 1878465
64, 6, 15, 1878480
66, 1, 0, 0
66, 8, 46, 46
66, 6, 15499, 15545
67, 1, 0, 0
67, 8, 1013813, 1013813
67, 6, 183910, 1197723
68, 1, 0, 0
68, 8, 23, 23
68, 6, 73312, 73335
70, 1, 0, 0
70, 8, 21, 21
70, 9, 2682584, 2682605
70, 6, 339338, 3021943
71, 1, 0, 0
71, 8, 27, 27
71, 6, 5340, 5367
72, 1, 0, 0
72, 8, 27, 27
72, 6, 1722764, 1722791
73, 1, 0, 0
73, 6, 47, 47
74, 6, 0, 0
75, 1, 0, 0
75, 1, 3684537, 3684537
75, 8, 8, 3684545
75, 6, 5, 3684550
76, 1, 0, 0
76, 6, 3392, 3392
78, 1, 0, 0
78, 8, 265, 265
78, 6, 2358637, 2358902
80, 1, 0, 0
80, 8, 96557, 96557
80, 6, 597693, 694250
81, 1, 0, 0
81, 8, 205, 205
81, 9, 14, 219
