[0, 15, 174014]
[0, 457325, 457631]
[0, 62954, 63386]
[0, 2221, 2330, 3990, 10736]
[0, 2697, 67248]
[0, 3313, 4454]
[0, 13, 1459447, 1564403]
[0, 3196606, 3196613]
[0, 53, 66662]
[0, 14, 329]
[0, 7035, 7625, 70246]
[0, 1678025, 2272850]
[0, 181008, 181034]
[0, 1097476, 1105434]
[0, 10, 3775, 3032179]
[0, 3633420, 3646580]
[0, 13607, 20958]
[0, 192, 4254, 12701, 12714]
[0, 19, 1537351]
[0, 8, 8528]
[0, 1467145, 1725240]
[0, 18449, 88764]
[0, 5467]
[0, 96695, 509155]
[0, 26, 14815, 1735851, 1735860, 1743285, 1895083, 1895088]
[0, 30, 1271]
[0, 26, 1977]
[0, 31, 46]
[0, 1646, 4572]
[0, 1855, 7016]
[0, 640, 692]
[0, 423485, 3616365]
[0, 25, 450976]
[0, 87874, 87882, 87934]
[0, 834, 346421, 611523]
[0, 410, 20693, 20694]
[0, 61890, 148851, 1626328]
[0, 9, 70082]
[0, 83363, 1214382, 1214382, 1295328, 1799699]
[0, 433641, 1014790, 2222981]
[0, 25]
[0, 368210, 370782]
[0, 10, 11060, 11060]
[0, 15, 86734, 580405, 580413]
[0, 813, 28807]
[0, 100]
[0, 18, 67611, 1103736, 1103745, 1878465, 1878480]
[0, 46, 15545]
[0, 1013813, 1197723]
[0, 23, 73335]
[0, 21, 2682605, 3021943]
[0, 27, 5367]
[0, 27, 1722791]
[0, 47]
[0]
[0, 3684537, 3684545, 3684550]
[0, 3392]
[0, 265, 2358902]
[0, 96557, 694250]
[0, 205, 219, 280, 863993, 864013]
[0, 23, 40]
[0, 115, 666023]
[0, 227685, 236884, 494954]
[0, 267755, 267788, 932052, 1206880, 1207385, 1983923]
[0, 20762, 20823, 874265, 874279]
[0, 90180, 93048]
[0, 32, 2676]
[0, 11, 775103]
[0, 441370, 720673]
[0, 12, 38]
[0, 271638, 340929]
[0, 58887, 143621, 143622]
[0, 228, 349473]
[0, 83, 425817]
[0, 1860, 928112, 931552]
[0, 28, 82957]
[0, 1096, 27950, 97595, 172031, 172054, 784333]
[0, 3461, 3565]
[0, 1029190, 1197863]
[0, 236177, 320170, 3869885, 3869906]
[0, 421, 22766]
[0, 4538, 65056, 87492, 154755, 259590, 259684]
[0, 108772, 716017]
[0, 1535487, 1634196, 1635580]
[0, 35, 307]
[0, 78609, 99890]
[0, 17, 7917]
[0, 2199, 673187]
[0, 1197963, 1203867, 1209444]
[0, 3124, 3168]
[0, 71678, 73779]
[0, 32, 19363, 540756, 540767]
[0, 54949, 54958]
[0, 60, 1106, 2154392, 2156450]
[0, 2843659, 2846614]
[0, 11, 518]
[0, 5792, 5792]
[0, 182, 188, 196]
[0, 2356, 6082, 342767]
[0, 2098, 2105, 183859]
[0, 160, 177]
[0, 20, 160189, 518610, 518718, 1979336, 1994868]
[0, 77448, 145473]
[0, 509434, 607362, 1207524]
[0, 10, 1217]
[0, 5449, 6094]
[0, 24, 654, 1699, 3302, 1205142, 1205192]
[0, 96811, 186500]
[0, 823, 852]
[0, 17691, 17718, 17718]
[0, 2454, 2957]
[0, 8, 115, 456073, 688552, 688579]
[0, 485, 496]
[0, 510699, 590598]
[0, 12327, 12383]
[0, 239130, 774376, 3005722, 3005738]
[0, 635326, 1134338]
[0, 56916, 57407]
[0, 2068, 540494]
[0, 9103, 9208]
[0, 184646, 259712]
[0, 250887, 250937]
[0, 1048750, 1048756]
[0, 169, 4747]
[0, 26]
[0, 1066058, 1066066]
[0, 156521, 170260, 412882, 412884]
[0, 4721, 4782]
[0, 57378, 57990, 1266707, 1266742, 1351446]
[0, 70621, 71627, 148917]
[0, 424852, 929194]
[0, 15, 99769, 99962]
[0, 887150, 975727, 1400304]
[0, 762, 799]
[0, 22, 95228]
[0, 588, 5399]
[0, 9, 586026]
[0, 71972, 84452]
[0, 13462, 14888]
[0, 98544]
[0, 354225, 354505]
[0, 60298, 403628, 403760]
[0, 87379, 87412, 1368133, 1368139]
[0, 18340, 19690, 427536]
[0, 173586, 173722]
[0, 11, 68643]
[0, 902, 88674, 88683]
[0, 4082, 859794]
[0, 169227, 2246585]
[0, 167527, 515803, 677602, 681115, 696995, 697007]
[0, 96363, 96399]
[0, 257845, 264456, 264456]
[0, 31, 957453]
[0, 67298]
[0, 86858, 340837]
[0, 7677, 8717]
[0, 7478, 423974]
[0, 11, 166232]
[0, 173331, 1134818, 1218324, 1221637]
[0, 184, 3983, 609708, 609720]
[0, 173613, 1706489]
[0, 7632, 15278]
[0, 23, 135]
[0, 96796]
[0, 7, 2944]
[0, 682539]
[0, 2427, 2460, 86878]
[0, 1062986, 1062992]
[0, 22, 30, 34]
[0, 29, 366356]
[0, 96, 947, 229576, 512355, 1193594, 1194312]
[0, 2494, 340535, 340601, 340602]
[0, 268647, 859451, 872540]
[0, 188705, 435617]
[0, 73]
[0, 79344, 93659, 93660]
[0, 22, 1207, 63904]
[0, 83847]
[0, 18, 152355]
[0, 18, 271639]
[0, 61106, 61138]
[0, 5822]
[0, 93344, 93362, 152295]
[0, 418496, 1188736, 1188751]
[0, 1405491, 1643990]
[0, 320936, 320992]
[0, 8619, 1709244]
[0, 519840, 1199604]
[0, 54312, 318849]
[0, 1745925, 1746142]
[0, 157, 188]
[0, 1133, 1141]
[0, 68045, 423324]
[0, 520523, 520530, 520536]
[0, 190, 1161]
[0, 68850, 68851]
[0, 80, 613155]
[0, 17, 495397]
[0, 579212, 842416]
[0, 21, 87984, 427410, 3437112]
[0, 620053, 620114]
[0, 18937, 20591]
[0, 1361898, 1361928]
[0, 1044479, 1044489]
[0, 3305, 3323, 372268, 372276]
[0, 88132, 88145, 3795980]
[0, 874, 75720, 2424740]
[0, 22, 8351]
[0, 62691, 140986]
[0, 153526, 154525]
[0, 159739, 159740]
[0, 43, 12813]
[0, 26, 415, 5427]
[0, 1902863]
[0, 36, 3198, 6677, 263816, 439183]
[0, 92, 144, 563, 19045]
[0, 2405, 617375, 2971364]
[0, 969, 6867]
[0, 510634, 523926]
[0, 1732710, 1732991]
[0, 15, 50, 909]
[0, 43, 103681]
[0, 96179, 1972260, 1972274, 2426937, 2503914]
[0, 31]
[0, 43, 6836, 354152, 354159, 420937, 520225]
[0, 21, 340632, 342874]
[0, 521021, 1729575]
[0, 19, 652]
[0, 76697, 100352]
[0, 38, 10863]
[0, 18, 15862]
[0, 2022, 5311]
[0, 80084, 1311955, 1311959]
[0, 19, 42, 622924]
[0, 115, 133]
[0, 1209973, 1538168]
[0, 421, 1741]
[0, 568, 13564, 13565]
[0, 7803, 8741]
[0, 59392, 59400]
[0, 10, 406613]
[0, 6975, 8518, 12692, 18059, 90741, 90754]
[0, 1825, 230326]
[0, 7, 1671]
[0, 63719, 79231]
[0, 1739, 10476, 708835]
[0, 36, 119]
[0, 266613, 267874]
[0, 284819, 285632]
[0, 1890158, 1917027, 3041886]
[0, 36, 67]
[0, 9145, 72827]
[0, 350462, 350899]
[0, 34, 777286, 2333081, 2333098]
[0, 627, 283718, 283790]
[0, 159933, 234926]
[0, 1811386, 1811799, 2067187, 2067196]
[0, 2294, 2054145]
[0, 9598, 24614, 25320, 94925, 96408]
[0, 15, 81429, 1569199, 1569213]
[0, 1561779]
[0, 1219841, 1219848, 1728260]
[0, 1486425, 1486431]
[0, 12, 4049]
[0, 427146, 427236, 1647994, 1723853]
[0, 148779, 242685, 254856, 255590]
[0, 24, 232445, 327663, 327678]
[0, 20, 65]
[0, 15, 253202]
[0, 84647, 84695]
[0, 95305, 95461, 184874]
[0, 20098, 689859, 794694]
[0, 93801]
[0, 3734553, 3734798]
[0, 18, 78273]
[0, 1560409, 1560409]
[0, 1807151, 3094536, 3534294]
[0, 273922, 273929]
[0, 36, 37]
[0, 430105, 430123]
[0, 92, 81758, 81763]
[0, 149, 1410898, 2535687]
[0, 66150, 67656]
[0, 58149, 58662]
[0, 6318, 339849, 339861]
[0, 2057308, 2057340]
[0, 1211008, 2998112]
[0, 1574495, 1670925, 3122128]
[0, 374635, 438343, 438351]
[0, 10, 6188, 20369, 20418]
[0, 10, 153624]
[0, 18, 10044, 69049, 69052, 2401514, 3632149]
[0, 66821, 67701, 69565]
[0, 9, 3893]
[0, 4203, 68802]
[0, 53, 1045755]
[0, 14, 294]
[0, 85486, 85497, 1113640, 1113647]
[0, 245433, 2420585]
[0, 1198887, 1198914]
[0, 8, 371422]
[0, 83596, 83646]
[0, 21, 275418, 604798, 604808]
[0, 7, 686687, 686688]
[0, 411997, 1528666, 1528673]
[0, 65, 67911, 70871]
[0, 22, 139]
[0, 105837, 427840]
[0, 17743, 17960]
[0, 359890, 360051]
[0, 78175, 81247]
[0, 8, 1016]
[0, 2652, 21767, 367435]
[0, 57846, 58312]
[0, 2152, 617788, 2971147]
[0, 510929, 1053756]
[0, 3265823, 3265830]
[0, 84162, 84934]
[0, 1978180, 1978192]
[0, 23, 266778, 267378, 460077]
[0, 13, 65826, 65832]
[0, 66577, 68128]
[0, 682024, 682063]
[0, 939440, 1196577]
[0, 171273, 171294, 1923418, 1923421]
[0, 8, 101924, 101925]
[0, 2446394, 2446433]
[0, 78177, 226796, 1109668]
[0, 228774, 241099]
[0, 10884, 10954, 966245, 966259]
[0, 387, 393]
[0, 404777, 404864]
[0, 59745, 66289, 1039432]
[0, 9, 240008, 240008]
[0, 20331, 83675, 2601207]
[0, 31, 4962, 268056, 2571810, 2571874]
[0, 142, 167]
[0, 94171, 94232]
[0, 10, 162884, 169999]
[0, 8, 18]
[0, 12, 62584]
[0, 17849, 515371]
[0, 552, 458041]
[0, 120, 10067, 10068]
[0, 361134, 433182, 522080]
[0, 722096, 1215443]
[0, 35, 74094]
[0, 23407, 23905]
[0, 93, 506, 11717]
[0, 358944, 526006]
[0, 69, 13113]
[0, 69306, 1203402, 1462028]
[0, 21, 230, 91852, 91891]
[0, 31, 60436]
[0, 413903, 425437, 425542]
[0, 485968, 516147]
[0, 8, 189258, 189258]
